Time [s], Analyzer Name, Decoded Protocol Result
2.358281916666667,Async Serial,P
2.358541916666667,Async Serial,1
2.358801916666667,Async Serial,\r
2.362631500000000,Async Serial,O
2.362891541666666,Async Serial,K
2.363151583333333,Async Serial,\r
2.363411583333333,Async Serial,\r
2.363671625000000,Async Serial,>
2.365926125000000,Async Serial,A
2.366186166666667,Async Serial,T
2.366446166666667,Async Serial,A
2.366706166666667,Async Serial,T
2.366966166666667,Async Serial,1
2.367226166666667,Async Serial,\r
2.371004458333333,Async Serial,O
2.371264500000000,Async Serial,K
2.371524541666667,Async Serial,\r
2.371784541666667,Async Serial,\r
2.372044583333333,Async Serial,>
2.374974416666667,Async Serial,A
2.375234416666667,Async Serial,T
2.375494416666667,Async Serial,S
2.375754416666667,Async Serial,H
2.376014458333333,Async Serial,C
2.376274458333334,Async Serial,4
2.376534458333333,Async Serial,1
2.376794458333333,Async Serial,0
2.377054458333333,Async Serial,F
2.377314458333333,Async Serial,5
2.377574500000000,Async Serial,\r
2.381431666666667,Async Serial,O
2.381691666666667,Async Serial,K
2.381951708333333,Async Serial,\r
2.382211750000000,Async Serial,\r
2.382471791666667,Async Serial,>
2.386440750000000,Async Serial,2
2.386700750000000,Async Serial,2
2.386960750000000,Async Serial,0
2.387220750000000,Async Serial,2
2.387480791666666,Async Serial,0
2.387740791666667,Async Serial,0
2.388000791666667,Async Serial,1
2.388260791666667,Async Serial,\r
2.595384083333333,Async Serial,N
2.595644083333333,Async Serial,O
2.595904125000000,Async Serial,' '
2.596164166666667,Async Serial,D
2.596424166666667,Async Serial,A
2.596684208333333,Async Serial,T
2.596944250000000,Async Serial,A
2.597204291666667,Async Serial,\r
2.597464291666667,Async Serial,\r
2.597724333333333,Async Serial,>
2.600869041666667,Async Serial,2
2.601129041666667,Async Serial,2
2.601389041666667,Async Serial,0
2.601649041666667,Async Serial,2
2.601909083333333,Async Serial,0
2.602169083333334,Async Serial,0
2.602429083333333,Async Serial,1
2.602689083333333,Async Serial,\r
2.812508833333333,Async Serial,N
2.812768875000000,Async Serial,O
2.813028875000000,Async Serial,' '
2.813288916666667,Async Serial,D
2.813548958333334,Async Serial,A
2.813809000000000,Async Serial,T
2.814069000000000,Async Serial,A
2.814329041666667,Async Serial,\r
2.814589083333333,Async Serial,\r
2.814849083333333,Async Serial,>
2.819483458333333,Async Serial,2
2.819743458333333,Async Serial,2
2.820003458333333,Async Serial,0
2.820263458333333,Async Serial,2
2.820523458333333,Async Serial,0
2.820783500000000,Async Serial,0
2.821043500000000,Async Serial,1
2.821303500000000,Async Serial,\r
3.029607625000000,Async Serial,N
3.029867625000000,Async Serial,O
3.030127666666667,Async Serial,' '
3.030387708333333,Async Serial,D
3.030647708333333,Async Serial,A
3.030907750000000,Async Serial,T
3.031167791666667,Async Serial,A
3.031427791666667,Async Serial,\r
3.031687833333333,Async Serial,\r
3.031947875000000,Async Serial,>
3.035835791666667,Async Serial,A
3.036095791666667,Async Serial,T
3.036355791666667,Async Serial,T
3.036615833333333,Async Serial,P
3.036875833333333,Async Serial,3
3.037135833333333,Async Serial,\r
3.040944916666667,Async Serial,O
3.041204916666667,Async Serial,K
3.041464958333334,Async Serial,\r
3.041725000000000,Async Serial,\r
3.041985000000000,Async Serial,>
3.044754041666667,Async Serial,A
3.045014083333333,Async Serial,T
3.045274083333333,Async Serial,I
3.045534083333334,Async Serial,B
3.045794083333333,Async Serial,1
3.046054083333333,Async Serial,0
3.046314083333333,Async Serial,\r
3.050123958333333,Async Serial,O
3.050383958333333,Async Serial,K
3.050644000000000,Async Serial,\r
3.050904041666667,Async Serial,\r
3.051164083333334,Async Serial,>
3.053750333333333,Async Serial,A
3.054010333333333,Async Serial,T
3.054270333333333,Async Serial,B
3.054530333333333,Async Serial,I
3.054790333333333,Async Serial,\r
3.058574916666667,Async Serial,O
3.058834958333333,Async Serial,K
3.059094958333333,Async Serial,\r
3.059355000000000,Async Serial,\r
3.059615041666667,Async Serial,>
3.062798583333334,Async Serial,A
3.063058583333333,Async Serial,T
3.063318583333333,Async Serial,N
3.063578625000000,Async Serial,L
3.063838625000000,Async Serial,\r
3.067649958333333,Async Serial,O
3.067909958333333,Async Serial,K
3.068170000000000,Async Serial,\r
3.068430041666667,Async Serial,\r
3.068690083333333,Async Serial,>
3.071768833333334,Async Serial,A
3.072028875000000,Async Serial,T
3.072288875000000,Async Serial,S
3.072548875000000,Async Serial,H
3.072808875000000,Async Serial,6
3.073068875000000,Async Serial,4
3.073328875000000,Async Serial,1
3.073588916666667,Async Serial,0
3.073848916666666,Async Serial,F
3.074108916666667,Async Serial,5
3.074368916666667,Async Serial,\r
3.078207166666667,Async Serial,O
3.078467166666667,Async Serial,K
3.078727208333333,Async Serial,\r
3.078987250000000,Async Serial,\r
3.079247250000000,Async Serial,>
3.083963208333333,Async Serial,2
3.084223208333333,Async Serial,2
3.084483208333333,Async Serial,0
3.084743208333333,Async Serial,2
3.085003250000000,Async Serial,0
3.085263250000000,Async Serial,0
3.085523250000000,Async Serial,1
3.085783250000000,Async Serial,\r
3.219117208333333,Async Serial,6
3.219377250000000,Async Serial,2
3.220183333333333,Async Serial,0
3.220443375000000,Async Serial,2
3.221249458333333,Async Serial,0
3.221509500000000,Async Serial,0
3.222289583333333,Async Serial,0
3.222549625000000,Async Serial,1
3.243352000000000,Async Serial,\r
3.243612000000000,Async Serial,\r
3.243872041666667,Async Serial,>
3.248080041666667,Async Serial,2
3.248340041666667,Async Serial,2
3.248600041666667,Async Serial,1
3.248860041666667,Async Serial,1
3.249120041666667,Async Serial,0
3.249380041666666,Async Serial,0
3.249640083333333,Async Serial,1
3.249900083333333,Async Serial,\r
3.382727875000000,Async Serial,7
3.382987916666667,Async Serial,F
3.383794000000000,Async Serial,2
3.384054041666666,Async Serial,2
3.384860125000000,Async Serial,1
3.385120166666667,Async Serial,1
3.385900250000000,Async Serial,0
3.386160291666667,Async Serial,0
3.386966375000000,Async Serial,0
3.387226416666667,Async Serial,0
3.388032500000000,Async Serial,1
3.388292541666666,Async Serial,2
3.409068916666667,Async Serial,\r
3.409328916666666,Async Serial,\r
3.409588958333333,Async Serial,>
3.412300833333333,Async Serial,2
3.412560833333333,Async Serial,2
3.412820875000000,Async Serial,1
3.413080875000000,Async Serial,1
3.413340875000000,Async Serial,0
3.413600875000000,Async Serial,0
3.413860875000000,Async Serial,1
3.414120875000000,Async Serial,\r
3.546728583333334,Async Serial,7
3.546988625000000,Async Serial,F
3.547794708333333,Async Serial,2
3.548054750000000,Async Serial,2
3.548834833333333,Async Serial,1
3.549094875000000,Async Serial,1
3.549900958333333,Async Serial,0
3.550161000000000,Async Serial,0
3.550941083333333,Async Serial,0
3.551201125000000,Async Serial,0
3.552007208333333,Async Serial,1
3.552267250000000,Async Serial,2
3.573069625000000,Async Serial,\r
3.573329625000000,Async Serial,\r
3.573589666666667,Async Serial,>
3.577769708333333,Async Serial,A
3.578029708333333,Async Serial,T
3.578289708333333,Async Serial,S
3.578549708333334,Async Serial,H
3.578809708333333,Async Serial,7
3.579069750000000,Async Serial,4
3.579329750000000,Async Serial,1
3.579589750000000,Async Serial,0
3.579849750000000,Async Serial,F
3.580109750000000,Async Serial,5
3.580369791666667,Async Serial,\r
3.584224875000000,Async Serial,O
3.584484916666667,Async Serial,K
3.584744958333333,Async Serial,\r
3.585004958333333,Async Serial,\r
3.585265000000000,Async Serial,>
3.587624000000000,Async Serial,2
3.587884000000000,Async Serial,3
3.588144000000000,Async Serial,1
3.588404000000000,Async Serial,0
3.588664000000000,Async Serial,8
3.588924041666667,Async Serial,0
3.589184041666666,Async Serial,6
3.589444041666667,Async Serial,3
3.589704041666667,Async Serial,1
3.589964041666667,Async Serial,\r
3.734626041666667,Async Serial,7
3.734886083333333,Async Serial,F
3.735666166666667,Async Serial,2
3.735926166666667,Async Serial,3
3.736732291666667,Async Serial,1
3.736992291666667,Async Serial,0
3.737798416666667,Async Serial,8
3.738058416666667,Async Serial,0
3.738838500000000,Async Serial,6
3.739098541666667,Async Serial,3
3.739904625000000,Async Serial,1
3.740164666666667,Async Serial,2
3.760967041666667,Async Serial,\r
3.761227083333333,Async Serial,\r
3.761487083333333,Async Serial,>
3.765963208333333,Async Serial,2
3.766223208333333,Async Serial,3
3.766483250000000,Async Serial,1
3.766743250000000,Async Serial,8
3.767003250000000,Async Serial,8
3.767263250000000,Async Serial,0
3.767523250000000,Async Serial,6
3.767783291666666,Async Serial,3
3.768043291666667,Async Serial,1
3.768303291666667,Async Serial,\r
3.915138625000000,Async Serial,7
3.915398666666666,Async Serial,F
3.916178750000000,Async Serial,2
3.916438791666667,Async Serial,3
3.917244875000000,Async Serial,1
3.917504916666667,Async Serial,8
3.918311000000000,Async Serial,8
3.918571041666667,Async Serial,0
3.919351125000000,Async Serial,6
3.919611125000000,Async Serial,3
3.920417250000000,Async Serial,1
3.920677250000000,Async Serial,2
3.941479625000000,Async Serial,\r
3.941739666666667,Async Serial,\r
3.941999708333333,Async Serial,>
3.946590500000000,Async Serial,A
3.946850541666667,Async Serial,T
3.947110541666667,Async Serial,S
3.947370541666666,Async Serial,H
3.947630541666667,Async Serial,6
3.947890541666667,Async Serial,4
3.948150541666667,Async Serial,1
3.948410583333333,Async Serial,0
3.948670583333334,Async Serial,F
3.948930583333333,Async Serial,5
3.949190583333333,Async Serial,\r
3.953024958333333,Async Serial,O
3.953285000000000,Async Serial,K
3.953545000000000,Async Serial,\r
3.953805041666667,Async Serial,\r
3.954065083333334,Async Serial,>
3.958576875000000,Async Serial,2
3.958836875000000,Async Serial,2
3.959096875000000,Async Serial,E
3.959356875000000,Async Serial,2
3.959616916666667,Async Serial,1
3.959876916666667,Async Serial,B
3.960136916666666,Async Serial,1
3.960396916666667,Async Serial,\r
4.095625208333334,Async Serial,7
4.095885250000000,Async Serial,F
4.096691333333333,Async Serial,2
4.096951375000000,Async Serial,2
4.097757458333334,Async Serial,E
4.098017500000000,Async Serial,2
4.098797583333333,Async Serial,1
4.099057625000000,Async Serial,B
4.099863708333333,Async Serial,0
4.100123750000000,Async Serial,0
4.100929833333334,Async Serial,1
4.101189875000000,Async Serial,2
4.121992250000000,Async Serial,\r
4.122252250000000,Async Serial,\r
4.122512291666666,Async Serial,>
4.124695750000000,Async Serial,2
4.124955750000000,Async Serial,2
4.125215750000000,Async Serial,E
4.125475750000000,Async Serial,2
4.125735791666667,Async Serial,1
4.125995791666667,Async Serial,E
4.126255791666667,Async Serial,1
4.126515791666667,Async Serial,\r
4.259521916666666,Async Serial,7
4.259781958333333,Async Serial,F
4.260588041666667,Async Serial,2
4.260848083333333,Async Serial,2
4.261628166666667,Async Serial,E
4.261888208333334,Async Serial,2
4.262694291666667,Async Serial,1
4.262954333333333,Async Serial,E
4.263760416666667,Async Serial,0
4.264020416666667,Async Serial,0
4.264800541666666,Async Serial,1
4.265060541666666,Async Serial,2
4.285862916666667,Async Serial,\r
4.286122958333333,Async Serial,\r
4.286383000000000,Async Serial,>
4.290372583333333,Async Serial,2
4.290632625000000,Async Serial,2
4.290892625000000,Async Serial,1
4.291152625000000,Async Serial,7
4.291412625000000,Async Serial,0
4.291672625000000,Async Serial,0
4.291932666666667,Async Serial,1
4.292192666666667,Async Serial,\r
4.431193500000000,Async Serial,6
4.431453541666666,Async Serial,2
4.432259625000000,Async Serial,1
4.432519666666667,Async Serial,7
4.433299750000000,Async Serial,0
4.433559791666666,Async Serial,0
4.434365875000000,Async Serial,0
4.434625916666667,Async Serial,1
4.435432000000000,Async Serial,6
4.435692000000000,Async Serial,0
4.436472125000000,Async Serial,1
4.436732125000000,Async Serial,2
4.457560500000000,Async Serial,\r
4.457820541666667,Async Serial,\r
4.458080583333333,Async Serial,>
4.462731666666667,Async Serial,A
4.462991666666666,Async Serial,T
4.463251666666666,Async Serial,S
4.463511666666666,Async Serial,H
4.463771708333334,Async Serial,7
4.464031708333334,Async Serial,4
4.464291708333334,Async Serial,1
4.464551708333333,Async Serial,0
4.464811708333333,Async Serial,F
4.465071708333333,Async Serial,5
4.465331750000000,Async Serial,\r
4.469183833333333,Async Serial,O
4.469443875000000,Async Serial,K
4.469703916666667,Async Serial,\r
4.469963916666667,Async Serial,\r
4.470223958333333,Async Serial,>
4.473782000000000,Async Serial,2
4.474042000000000,Async Serial,3
4.474302000000000,Async Serial,0
4.474562000000000,Async Serial,1
4.474822000000000,Async Serial,6
4.475082041666667,Async Serial,0
4.475342041666667,Async Serial,1
4.475602041666667,Async Serial,2
4.475862041666667,Async Serial,1
4.476122041666667,Async Serial,\r
4.619767000000000,Async Serial,6
4.620027041666667,Async Serial,3
4.620833125000000,Async Serial,6
4.621093166666666,Async Serial,0
4.621873250000000,Async Serial,1
4.622133291666667,Async Serial,2
4.622939375000000,Async Serial,4
4.623199416666667,Async Serial,2
4.624005500000000,Async Serial,3
4.624265541666666,Async Serial,3
4.625045625000000,Async Serial,3
4.625305666666667,Async Serial,1
4.626111750000000,Async Serial,5
4.626371791666666,Async Serial,2
4.626995833333333,Async Serial,\r
4.627255875000000,Async Serial,\r
4.627515916666667,Async Serial,>
4.630228583333333,Async Serial,A
4.630488583333333,Async Serial,T
4.630748583333333,Async Serial,S
4.631008583333333,Async Serial,H
4.631268583333333,Async Serial,6
4.631528625000000,Async Serial,4
4.631788625000000,Async Serial,1
4.632048625000000,Async Serial,0
4.632308625000000,Async Serial,F
4.632568625000000,Async Serial,5
4.632828625000000,Async Serial,\r
4.636668958333333,Async Serial,O
4.636928958333334,Async Serial,K
4.637189000000000,Async Serial,\r
4.637449041666667,Async Serial,\r
4.637709083333333,Async Serial,>
4.642084916666667,Async Serial,2
4.642344916666667,Async Serial,2
4.642604916666667,Async Serial,E
4.642864958333333,Async Serial,3
4.643124958333333,Async Serial,0
4.643384958333334,Async Serial,0
4.643644958333334,Async Serial,\r
4.775706791666667,Async Serial,7
4.775966833333333,Async Serial,F
4.776746916666666,Async Serial,2
4.777006958333334,Async Serial,2
4.777813041666667,Async Serial,E
4.778073083333333,Async Serial,3
4.778853166666667,Async Serial,0
4.779113208333333,Async Serial,0
4.779919291666666,Async Serial,0
4.780179333333333,Async Serial,0
4.780985416666667,Async Serial,1
4.781245458333333,Async Serial,2
4.802047833333333,Async Serial,\r
4.926290000000000,Async Serial,\r
4.926550000000000,Async Serial,>
4.929029333333333,Async Serial,2
4.929289333333333,Async Serial,2
4.929549333333333,Async Serial,E
4.929809333333333,Async Serial,2
4.930069375000000,Async Serial,1
4.930329375000000,Async Serial,A
4.930589375000000,Async Serial,1
4.930849375000000,Async Serial,\r
5.070450416666667,Async Serial,7
5.070710458333333,Async Serial,F
5.071516541666667,Async Serial,2
5.071776583333333,Async Serial,2
5.072582666666666,Async Serial,E
5.072842708333333,Async Serial,2
5.073622791666667,Async Serial,1
5.073882833333333,Async Serial,A
5.074688916666667,Async Serial,0
5.074948958333334,Async Serial,0
5.075755041666667,Async Serial,1
5.076015083333333,Async Serial,2
5.096817458333334,Async Serial,\r
5.097077458333334,Async Serial,\r
5.097337500000000,Async Serial,>
5.101154375000000,Async Serial,2
5.101414375000000,Async Serial,2
5.101674375000000,Async Serial,E
5.101934416666666,Async Serial,2
5.102194416666666,Async Serial,1
5.102454416666666,Async Serial,7
5.102714416666666,Async Serial,1
5.102974416666667,Async Serial,\r
5.242408041666667,Async Serial,7
5.242668083333333,Async Serial,F
5.243474166666667,Async Serial,2
5.243734208333334,Async Serial,2
5.244540291666667,Async Serial,E
5.244800333333333,Async Serial,2
5.245580416666667,Async Serial,1
5.245840416666667,Async Serial,7
5.246646541666666,Async Serial,0
5.246906541666666,Async Serial,0
5.247712666666667,Async Serial,1
5.247972666666667,Async Serial,2
5.268775041666666,Async Serial,\r
5.269035083333334,Async Serial,\r
5.269295125000000,Async Serial,>
5.273279416666667,Async Serial,2
5.273539416666667,Async Serial,2
5.273799458333333,Async Serial,E
5.274059458333333,Async Serial,2
5.274319458333333,Async Serial,1
5.274579458333333,Async Serial,9
5.274839458333333,Async Serial,1
5.275099458333333,Async Serial,\r
5.414391666666667,Async Serial,7
5.414651708333333,Async Serial,F
5.415431791666666,Async Serial,2
5.415691833333334,Async Serial,2
5.416497916666667,Async Serial,E
5.416757916666667,Async Serial,2
5.417538041666667,Async Serial,1
5.417798041666667,Async Serial,9
5.418604166666666,Async Serial,0
5.418864166666666,Async Serial,0
5.419670250000000,Async Serial,1
5.419930291666667,Async Serial,2
5.440732666666666,Async Serial,\r
5.440992708333333,Async Serial,\r
5.441252708333334,Async Serial,>
8.444956375000000,Async Serial,A
8.445216374999999,Async Serial,T
8.445476375000000,Async Serial,I
8.445736374999999,Async Serial,\r
8.525334500000000,Async Serial,E
8.525594541666667,Async Serial,L
8.525854583333333,Async Serial,M
8.526114583333333,Async Serial,3
8.526374625000001,Async Serial,2
8.526634666666666,Async Serial,7
8.526894666666667,Async Serial,' '
8.527154708333333,Async Serial,v
8.527414750000000,Async Serial,1
8.527674791666668,Async Serial,.
8.527934791666667,Async Serial,5
8.528194833333334,Async Serial,\r
8.528454875000000,Async Serial,\r
8.528714875000000,Async Serial,>
8.663544750000000,Async Serial,2
8.663804791666667,Async Serial,2
8.664064791666666,Async Serial,E
8.664324791666667,Async Serial,2
8.664584791666666,Async Serial,0
8.664844791666667,Async Serial,0
8.665104833333332,Async Serial,1
8.665364833333333,Async Serial,\r
8.798573666666666,Async Serial,7
8.798833708333333,Async Serial,F
8.799613791666667,Async Serial,2
8.799873833333333,Async Serial,2
8.800679916666667,Async Serial,E
8.800939958333334,Async Serial,2
8.801746041666666,Async Serial,0
8.802006041666667,Async Serial,0
8.802786166666667,Async Serial,0
8.803046166666666,Async Serial,0
8.803852291666667,Async Serial,1
8.804112291666666,Async Serial,2
8.824914666666666,Async Serial,\r
8.825174708333334,Async Serial,\r
8.825434749999999,Async Serial,>
8.828493625000000,Async Serial,2
8.828753624999999,Async Serial,2
8.829013625000000,Async Serial,E
8.829273625000001,Async Serial,2
8.829533625000000,Async Serial,2
8.829793666666667,Async Serial,1
8.830053666666666,Async Serial,1
8.830313666666667,Async Serial,\r
8.962366333333334,Async Serial,7
8.962626374999999,Async Serial,F
8.963406458333333,Async Serial,2
8.963666500000000,Async Serial,2
8.964472583333333,Async Serial,E
8.964732625000000,Async Serial,2
8.965538708333334,Async Serial,2
8.965798749999999,Async Serial,1
8.966578833333333,Async Serial,0
8.966838875000001,Async Serial,0
8.967644958333333,Async Serial,1
8.967905000000000,Async Serial,2
8.988707375000001,Async Serial,\r
8.988967375000000,Async Serial,\r
8.989227416666667,Async Serial,>
8.994898500000000,Async Serial,2
8.995158500000001,Async Serial,2
8.995418500000000,Async Serial,0
8.995678500000000,Async Serial,2
8.995938541666666,Async Serial,0
8.996198541666667,Async Serial,0
8.996458541666666,Async Serial,1
8.996718541666667,Async Serial,\r
9.134141958333334,Async Serial,6
9.134401958333333,Async Serial,2
9.135182083333333,Async Serial,0
9.135442083333333,Async Serial,2
9.136248166666666,Async Serial,0
9.136508208333334,Async Serial,0
9.137288291666666,Async Serial,0
9.137548333333333,Async Serial,1
9.158376708333334,Async Serial,\r
9.158636749999999,Async Serial,\r
9.158896750000000,Async Serial,>
9.163279416666667,Async Serial,A
9.163539458333334,Async Serial,T
9.163799458333333,Async Serial,S
9.164059458333334,Async Serial,H
9.164319458333333,Async Serial,4
9.164579458333334,Async Serial,4
9.164839458333333,Async Serial,1
9.165099500000000,Async Serial,0
9.165359499999999,Async Serial,F
9.165619500000000,Async Serial,5
9.165879500000001,Async Serial,\r
9.169739999999999,Async Serial,O
9.170000041666666,Async Serial,K
9.170260083333334,Async Serial,\r
9.170520083333333,Async Serial,\r
9.170780125000000,Async Serial,>
9.175395791666666,Async Serial,1
9.175655791666667,Async Serial,3
9.175915791666666,Async Serial,\r
9.298402666666666,Async Serial,5
9.298662708333334,Async Serial,3
9.299468791666667,Async Serial,1
9.299728833333333,Async Serial,6
9.300508916666667,Async Serial,3
9.300768958333334,Async Serial,1
9.301575041666666,Async Serial,0
9.301835083333334,Async Serial,0
9.302641166666668,Async Serial,0
9.302901208333333,Async Serial,0
9.303681291666667,Async Serial,0
9.303941291666666,Async Serial,0
9.304747416666666,Async Serial,0
9.305007416666667,Async Serial,0
9.305657500000001,Async Serial,\r
9.391441291666666,Async Serial,\r
9.391701333333334,Async Serial,>
9.931471958333333,Async Serial,A
9.931731958333334,Async Serial,T
9.931991958333333,Async Serial,S
9.932251958333334,Async Serial,H
9.932511999999999,Async Serial,6
9.932772000000000,Async Serial,4
9.933032000000001,Async Serial,1
9.933292000000000,Async Serial,0
9.933552000000001,Async Serial,F
9.933812041666666,Async Serial,5
9.934072041666667,Async Serial,\r
9.937919624999999,Async Serial,O
9.938179666666667,Async Serial,K
9.938439666666667,Async Serial,\r
9.938699708333333,Async Serial,\r
9.938959750000000,Async Serial,>
9.943562291666666,Async Serial,2
9.943822333333333,Async Serial,2
9.944082333333334,Async Serial,1
9.944342333333333,Async Serial,7
9.944602333333334,Async Serial,4
9.944862333333333,Async Serial,A
9.945122375000000,Async Serial,1
9.945382374999999,Async Serial,\r
10.084472333333334,Async Serial,6
10.084732375000000,Async Serial,2
10.085538458333334,Async Serial,1
10.085798499999999,Async Serial,7
10.086578583333333,Async Serial,4
10.086838583333334,Async Serial,A
10.087644708333332,Async Serial,0
10.087904708333333,Async Serial,0
10.108707083333334,Async Serial,\r
10.108967124999999,Async Serial,\r
10.109227166666667,Async Serial,>
10.111813250000001,Async Serial,2
10.112073250000000,Async Serial,2
10.112333250000001,Async Serial,1
10.112593250000000,Async Serial,7
10.112853291666667,Async Serial,4
10.113113291666666,Async Serial,A
10.113373291666667,Async Serial,1
10.113633291666666,Async Serial,\r
10.248369041666667,Async Serial,6
10.248629041666666,Async Serial,2
10.249435166666666,Async Serial,1
10.249695166666667,Async Serial,7
10.250475249999999,Async Serial,4
10.250735291666667,Async Serial,A
10.251541375000000,Async Serial,0
10.251801416666666,Async Serial,0
10.272603791666667,Async Serial,\r
10.272863833333334,Async Serial,\r
10.273123833333333,Async Serial,>
10.275592041666666,Async Serial,2
10.275852041666667,Async Serial,2
10.276112083333333,Async Serial,1
10.276372083333333,Async Serial,7
10.276632083333332,Async Serial,4
10.276892083333333,Async Serial,A
10.277152083333334,Async Serial,1
10.277412125000000,Async Serial,\r
10.412265708333333,Async Serial,6
10.412525750000000,Async Serial,2
10.413305833333334,Async Serial,1
10.413565875000000,Async Serial,7
10.414371958333334,Async Serial,4
10.414631999999999,Async Serial,A
10.415438083333333,Async Serial,0
10.415698125000000,Async Serial,0
10.436500499999999,Async Serial,\r
10.436760500000000,Async Serial,\r
10.437020541666667,Async Serial,>
10.441476916666666,Async Serial,2
10.441736916666667,Async Serial,2
10.441996916666668,Async Serial,1
10.442256958333333,Async Serial,7
10.442516958333334,Async Serial,4
10.442776958333333,Async Serial,A
10.443036958333334,Async Serial,1
10.443296958333333,Async Serial,\r
10.576344416666666,Async Serial,6
10.576604458333334,Async Serial,2
10.577410541666667,Async Serial,1
10.577670583333333,Async Serial,7
10.578476666666667,Async Serial,4
10.578736708333333,Async Serial,A
10.579516791666666,Async Serial,0
10.579776833333334,Async Serial,0
10.600579208333333,Async Serial,\r
10.600839208333333,Async Serial,\r
10.601099250000001,Async Serial,>
10.604111708333333,Async Serial,2
10.604371708333334,Async Serial,2
10.604631708333333,Async Serial,1
10.604891708333334,Async Serial,7
10.605151708333333,Async Serial,4
10.605411750000000,Async Serial,A
10.605671750000001,Async Serial,1
10.605931750000000,Async Serial,\r
10.740163125000000,Async Serial,6
10.740423125000000,Async Serial,2
10.741203250000000,Async Serial,1
10.741463250000001,Async Serial,7
10.742269333333333,Async Serial,4
10.742529375000000,Async Serial,A
10.743309458333334,Async Serial,0
10.743569500000000,Async Serial,0
10.764397875000000,Async Serial,\r
10.764657916666666,Async Serial,\r
10.764917916666667,Async Serial,>
10.769112541666667,Async Serial,2
10.769372541666666,Async Serial,2
10.769632541666667,Async Serial,1
10.769892541666668,Async Serial,7
10.770152583333333,Async Serial,4
10.770412583333334,Async Serial,A
10.770672583333333,Async Serial,1
10.770932583333334,Async Serial,\r
10.904241833333334,Async Serial,6
10.904501874999999,Async Serial,2
10.905281958333333,Async Serial,1
10.905541958333334,Async Serial,7
10.906348083333333,Async Serial,4
10.906608083333333,Async Serial,A
10.907414166666667,Async Serial,0
10.907674208333333,Async Serial,0
10.928476583333333,Async Serial,\r
10.928736625000001,Async Serial,\r
10.928996666666666,Async Serial,>
10.931617291666667,Async Serial,2
10.931877333333333,Async Serial,2
10.932137333333333,Async Serial,1
10.932397333333334,Async Serial,7
10.932657333333333,Async Serial,4
10.932917333333334,Async Serial,A
10.933177375000000,Async Serial,1
10.933437375000000,Async Serial,\r
11.067852500000001,Async Serial,6
11.068112500000000,Async Serial,2
11.068918625000000,Async Serial,1
11.069178624999999,Async Serial,7
11.069958708333333,Async Serial,4
11.070218750000000,Async Serial,A
11.071024833333333,Async Serial,0
11.071284875000000,Async Serial,0
11.092087250000001,Async Serial,\r
11.092347291666666,Async Serial,\r
11.092607291666667,Async Serial,>
11.097554166666667,Async Serial,2
11.097814208333334,Async Serial,2
11.098074208333333,Async Serial,1
11.098334208333334,Async Serial,7
11.098594208333333,Async Serial,4
11.098854208333334,Async Serial,A
11.099114208333333,Async Serial,1
11.099374250000000,Async Serial,\r
11.231827166666667,Async Serial,6
11.232087208333333,Async Serial,2
11.232893291666667,Async Serial,1
11.233153333333334,Async Serial,7
11.233959416666666,Async Serial,4
11.234219458333333,Async Serial,A
11.234999541666667,Async Serial,0
11.235259583333333,Async Serial,0
11.256061958333333,Async Serial,\r
11.256322000000001,Async Serial,\r
11.256582000000000,Async Serial,>
11.260422958333333,Async Serial,2
11.260682958333334,Async Serial,2
11.260942999999999,Async Serial,1
11.261203000000000,Async Serial,7
11.261462999999999,Async Serial,4
11.261723000000000,Async Serial,A
11.261983000000001,Async Serial,1
11.262243000000000,Async Serial,\r
11.395645875000000,Async Serial,6
11.395905916666667,Async Serial,2
11.396686000000001,Async Serial,1
11.396946000000000,Async Serial,7
11.397752125000000,Async Serial,4
11.398012124999999,Async Serial,A
11.398818250000000,Async Serial,0
11.399078250000001,Async Serial,0
11.419880624999999,Async Serial,\r
11.420140666666667,Async Serial,\r
11.420400708333334,Async Serial,>
11.422407708333333,Async Serial,2
11.422667708333334,Async Serial,2
11.422927749999999,Async Serial,1
11.423187750000000,Async Serial,7
11.423447749999999,Async Serial,4
11.423707750000000,Async Serial,A
11.423967749999999,Async Serial,1
11.424227791666667,Async Serial,\r
11.559516541666667,Async Serial,6
11.559776583333333,Async Serial,2
11.560582666666667,Async Serial,1
11.560842708333332,Async Serial,7
11.561648791666666,Async Serial,4
11.561908833333334,Async Serial,A
11.562688916666668,Async Serial,0
11.562948958333333,Async Serial,0
11.583751333333334,Async Serial,\r
11.584011333333333,Async Serial,\r
11.584271375000000,Async Serial,>
11.586784541666667,Async Serial,2
11.587044541666666,Async Serial,2
11.587304541666667,Async Serial,1
11.587564583333334,Async Serial,7
11.587824583333333,Async Serial,4
11.588084583333334,Async Serial,A
11.588344583333333,Async Serial,1
11.588604583333334,Async Serial,\r
11.723335250000000,Async Serial,6
11.723595250000001,Async Serial,2
11.724375374999999,Async Serial,1
11.724635375000000,Async Serial,7
11.725441500000001,Async Serial,4
11.725701500000000,Async Serial,A
11.726507583333333,Async Serial,0
11.726767625000001,Async Serial,0
11.747570000000000,Async Serial,\r
11.747830041666667,Async Serial,\r
11.748090083333333,Async Serial,>
11.751655375000000,Async Serial,2
11.751915374999999,Async Serial,2
11.752175416666667,Async Serial,1
11.752435416666666,Async Serial,7
11.752695416666667,Async Serial,4
11.752955416666667,Async Serial,A
