Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 1, 1, 0, 0, 0, 0, 0, 0
1.848452541666667, 0, 1, 0, 0, 0, 0, 0, 0
1.848478541666667, 1, 1, 0, 0, 0, 0, 0, 0
1.848504541666667, 0, 1, 0, 0, 0, 0, 0, 0
1.848634583333334, 1, 1, 0, 0, 0, 0, 0, 0
1.848660583333333, 0, 1, 0, 0, 0, 0, 0, 0
1.848686583333333, 1, 1, 0, 0, 0, 0, 0, 0
1.848712583333334, 0, 1, 0, 0, 0, 0, 0, 0
1.848790583333333, 1, 1, 0, 0, 0, 0, 0, 0
1.848816583333333, 0, 1, 0, 0, 0, 0, 0, 0
1.848842583333334, 1, 1, 0, 0, 0, 0, 0, 0
1.848868583333333, 0, 1, 0, 0, 0, 0, 0, 0
1.848894583333333, 1, 1, 0, 0, 0, 0, 0, 0
1.848920583333334, 0, 1, 0, 0, 0, 0, 0, 0
1.848946583333333, 1, 1, 0, 0, 0, 0, 0, 0
1.848972583333333, 0, 1, 0, 0, 0, 0, 0, 0
1.848998583333334, 1, 1, 0, 0, 0, 0, 0, 0
1.849024583333333, 0, 1, 0, 0, 0, 0, 0, 0
1.849076583333333, 1, 1, 0, 0, 0, 0, 0, 0
1.849102583333333, 0, 1, 0, 0, 0, 0, 0, 0
1.849154583333333, 1, 1, 0, 0, 0, 0, 0, 0
1.849180583333333, 0, 1, 0, 0, 0, 0, 0, 0
1.849206583333334, 1, 1, 0, 0, 0, 0, 0, 0
1.849232583333333, 0, 1, 0, 0, 0, 0, 0, 0
1.849258583333333, 1, 1, 0, 0, 0, 0, 0, 0
1.849284583333333, 0, 1, 0, 0, 0, 0, 0, 0
1.849310583333333, 1, 1, 0, 0, 0, 0, 0, 0
1.849362583333333, 0, 1, 0, 0, 0, 0, 0, 0
1.849466583333333, 1, 1, 0, 0, 0, 0, 0, 0
1.923421708333333, 1, 0, 0, 0, 0, 0, 0, 0
1.923447708333333, 1, 1, 0, 0, 0, 0, 0, 0
1.923473708333334, 1, 0, 0, 0, 0, 0, 0, 0
1.923499708333333, 1, 1, 0, 0, 0, 0, 0, 0
1.923525708333333, 1, 0, 0, 0, 0, 0, 0, 0
1.923603708333333, 1, 1, 0, 0, 0, 0, 0, 0
1.923629708333333, 1, 0, 0, 0, 0, 0, 0, 0
1.923655708333333, 1, 1, 0, 0, 0, 0, 0, 0
1.923681708333334, 1, 0, 0, 0, 0, 0, 0, 0
1.923759708333334, 1, 1, 0, 0, 0, 0, 0, 0
1.923811750000000, 1, 0, 0, 0, 0, 0, 0, 0
1.923863750000000, 1, 1, 0, 0, 0, 0, 0, 0
1.923889750000000, 1, 0, 0, 0, 0, 0, 0, 0
1.923915750000000, 1, 1, 0, 0, 0, 0, 0, 0
1.923941750000000, 1, 0, 0, 0, 0, 0, 0, 0
1.923967750000000, 1, 1, 0, 0, 0, 0, 0, 0
1.923993750000000, 1, 0, 0, 0, 0, 0, 0, 0
1.924019750000000, 1, 1, 0, 0, 0, 0, 0, 0
1.924071750000000, 1, 0, 0, 0, 0, 0, 0, 0
1.924123750000000, 1, 1, 0, 0, 0, 0, 0, 0
1.924149791666667, 1, 0, 0, 0, 0, 0, 0, 0
1.924175791666667, 1, 1, 0, 0, 0, 0, 0, 0
1.924201791666667, 1, 0, 0, 0, 0, 0, 0, 0
1.924227791666667, 1, 1, 0, 0, 0, 0, 0, 0
1.924279791666667, 1, 0, 0, 0, 0, 0, 0, 0
1.924331791666667, 1, 1, 0, 0, 0, 0, 0, 0
1.924383791666667, 1, 0, 0, 0, 0, 0, 0, 0
1.924435791666667, 1, 1, 0, 0, 0, 0, 0, 0
1.924461791666667, 1, 0, 0, 0, 0, 0, 0, 0
1.924513791666667, 1, 1, 0, 0, 0, 0, 0, 0
1.924539833333333, 1, 0, 0, 0, 0, 0, 0, 0
1.924591833333333, 1, 1, 0, 0, 0, 0, 0, 0
1.924643833333334, 1, 0, 0, 0, 0, 0, 0, 0
1.924695833333333, 1, 1, 0, 0, 0, 0, 0, 0
1.924721833333333, 1, 0, 0, 0, 0, 0, 0, 0
1.924747833333333, 1, 1, 0, 0, 0, 0, 0, 0
1.924825833333333, 1, 0, 0, 0, 0, 0, 0, 0
1.924851833333334, 1, 1, 0, 0, 0, 0, 0, 0
1.924903875000000, 1, 0, 0, 0, 0, 0, 0, 0
1.924955875000000, 1, 1, 0, 0, 0, 0, 0, 0
1.924981875000000, 1, 0, 0, 0, 0, 0, 0, 0
1.925137875000000, 1, 1, 0, 0, 0, 0, 0, 0
1.925163875000000, 1, 0, 0, 0, 0, 0, 0, 0
1.925215875000000, 1, 1, 0, 0, 0, 0, 0, 0
1.925241875000000, 1, 0, 0, 0, 0, 0, 0, 0
1.925293916666667, 1, 1, 0, 0, 0, 0, 0, 0
1.925345916666667, 1, 0, 0, 0, 0, 0, 0, 0
1.925371916666667, 1, 1, 0, 0, 0, 0, 0, 0
1.925449916666667, 1, 0, 0, 0, 0, 0, 0, 0
1.925475916666667, 1, 1, 0, 0, 0, 0, 0, 0
1.925501916666667, 1, 0, 0, 0, 0, 0, 0, 0
1.925527916666667, 1, 1, 0, 0, 0, 0, 0, 0
1.925553916666667, 1, 0, 0, 0, 0, 0, 0, 0
1.925631958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.925683958333333, 1, 0, 0, 0, 0, 0, 0, 0
1.925735958333334, 1, 1, 1, 0, 0, 0, 0, 0
1.925736000000000, 1, 1, 0, 0, 0, 0, 0, 0
1.925761958333333, 1, 0, 0, 0, 0, 0, 0, 0
1.925813958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.925891958333333, 1, 0, 0, 0, 0, 0, 0, 0
1.925917958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.925943958333334, 1, 0, 0, 0, 0, 0, 0, 0
1.925996000000000, 1, 1, 0, 0, 0, 0, 0, 0
1.926022000000000, 1, 0, 0, 0, 0, 0, 0, 0
1.926048000000000, 1, 1, 0, 0, 0, 0, 0, 0
1.926074000000000, 1, 0, 0, 0, 0, 0, 0, 0
1.926100000000000, 1, 1, 0, 0, 0, 0, 0, 0
1.926126000000000, 1, 0, 0, 0, 0, 0, 0, 0
1.926152000000000, 1, 1, 0, 0, 0, 0, 0, 0
1.926204000000000, 1, 0, 0, 0, 0, 0, 0, 0
1.926256000000000, 1, 1, 0, 0, 0, 0, 0, 0
1.926282000000000, 1, 0, 0, 0, 0, 0, 0, 0
1.926308000000000, 1, 1, 0, 0, 0, 0, 0, 0
1.926334000000000, 1, 0, 0, 0, 0, 0, 0, 0
1.926360041666667, 1, 1, 0, 0, 0, 0, 0, 0
1.926412041666667, 1, 0, 0, 0, 0, 0, 0, 0
1.926516041666667, 1, 1, 1, 0, 0, 0, 0, 0
1.926516083333333, 1, 1, 0, 0, 0, 0, 0, 0
1.926542041666667, 1, 0, 0, 0, 0, 0, 0, 0
1.926568041666667, 1, 1, 0, 0, 0, 0, 0, 0
1.926594041666667, 1, 0, 0, 0, 0, 0, 0, 0
1.926620041666667, 1, 1, 0, 0, 0, 0, 0, 0
1.926672041666667, 1, 0, 0, 0, 0, 0, 0, 0
1.926776083333333, 1, 1, 0, 0, 0, 0, 0, 0
1.926802083333333, 1, 0, 0, 0, 0, 0, 0, 0
1.926854083333333, 1, 1, 1, 0, 0, 0, 0, 0
1.926854125000000, 1, 1, 0, 0, 0, 0, 0, 0
1.926984083333333, 1, 0, 0, 0, 0, 0, 0, 0
1.927036083333334, 1, 1, 0, 0, 0, 0, 0, 0
1.929652916666667, 0, 1, 0, 0, 0, 0, 0, 0
1.929704916666667, 1, 1, 0, 0, 0, 0, 0, 0
1.929730916666667, 0, 1, 0, 0, 0, 0, 0, 0
1.929782916666667, 1, 1, 0, 0, 0, 0, 0, 0
1.929834916666667, 0, 1, 0, 0, 0, 0, 0, 0
1.929886916666667, 1, 1, 0, 0, 0, 0, 0, 0
1.929912916666667, 0, 1, 0, 0, 0, 0, 0, 0
1.929964958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.929990958333333, 0, 1, 0, 0, 0, 0, 0, 0
1.930042958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.930094958333334, 0, 1, 0, 0, 0, 0, 0, 0
1.930146958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.930172958333333, 0, 1, 0, 0, 0, 0, 0, 0
1.930198958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.930224958333334, 0, 1, 0, 0, 0, 0, 0, 0
1.930302958333334, 1, 1, 0, 0, 0, 0, 0, 0
1.930354958333333, 0, 1, 0, 0, 0, 0, 0, 0
1.930406958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.930432958333334, 0, 1, 0, 0, 0, 0, 0, 0
1.930458958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.930536958333333, 0, 1, 0, 0, 0, 0, 0, 0
1.930562958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.930614958333333, 0, 1, 0, 0, 0, 0, 0, 0
1.930666958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.930692958333333, 0, 1, 0, 0, 0, 0, 0, 0
1.930770958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.930796958333334, 0, 1, 0, 0, 0, 0, 0, 0
1.930822958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.930874958333334, 0, 1, 0, 0, 0, 0, 0, 0
1.930926958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.930952958333333, 0, 1, 0, 0, 0, 0, 0, 0
1.930978958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.931004958333334, 0, 1, 0, 0, 0, 0, 0, 0
1.931134958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.931160958333333, 0, 1, 0, 0, 0, 0, 0, 0
1.931186958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.931212958333334, 0, 1, 0, 0, 0, 0, 0, 0
1.931238958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.931264958333333, 0, 1, 0, 0, 0, 0, 0, 0
1.931342958333333, 1, 1, 0, 0, 0, 0, 0, 0
1.931395000000000, 0, 1, 0, 0, 0, 0, 0, 0
1.931447000000000, 1, 1, 0, 0, 0, 0, 0, 0
1.931473000000000, 0, 1, 0, 0, 0, 0, 0, 0
1.931499000000000, 1, 1, 0, 0, 0, 0, 0, 0
1.931525000000000, 0, 1, 0, 0, 0, 0, 0, 0
1.931551000000000, 1, 1, 0, 0, 0, 0, 0, 0
1.931603000000000, 0, 1, 0, 0, 0, 0, 0, 0
1.931707000000000, 1, 1, 0, 0, 0, 0, 0, 0
2.069246250000000, 1, 0, 0, 0, 0, 0, 0, 0
2.069298291666667, 1, 1, 0, 0, 0, 0, 0, 0
2.069350291666667, 1, 0, 0, 0, 0, 0, 0, 0
2.069376291666667, 1, 1, 0, 0, 0, 0, 0, 0
2.069428291666667, 1, 0, 0, 0, 0, 0, 0, 0
2.069480291666667, 1, 1, 0, 0, 0, 0, 0, 0
2.069506291666667, 1, 0, 0, 0, 0, 0, 0, 0
2.069558291666667, 1, 1, 0, 0, 0, 0, 0, 0
2.069584291666667, 1, 0, 0, 0, 0, 0, 0, 0
2.069636291666667, 1, 1, 0, 0, 0, 0, 0, 0
2.069688333333334, 1, 0, 0, 0, 0, 0, 0, 0
2.069740333333333, 1, 1, 0, 0, 0, 0, 0, 0
2.070286375000000, 1, 0, 0, 0, 0, 0, 0, 0
2.070312375000000, 1, 1, 0, 0, 0, 0, 0, 0
2.070338375000000, 1, 0, 0, 0, 0, 0, 0, 0
2.070416416666667, 1, 1, 0, 0, 0, 0, 0, 0
2.070468416666667, 1, 0, 0, 0, 0, 0, 0, 0
2.070520416666667, 1, 1, 1, 0, 0, 0, 0, 0
2.070520458333334, 1, 1, 0, 0, 0, 0, 0, 0
2.070546416666667, 1, 0, 0, 0, 0, 0, 0, 0
2.070572416666667, 1, 1, 0, 0, 0, 0, 0, 0
2.070650416666667, 1, 0, 0, 0, 0, 0, 0, 0
2.070676416666667, 1, 1, 0, 0, 0, 0, 0, 0
2.070728416666667, 1, 0, 0, 0, 0, 0, 0, 0
2.070780458333334, 1, 1, 0, 0, 0, 0, 0, 0
2.071352500000000, 1, 0, 0, 0, 0, 0, 0, 0
2.071430500000000, 1, 1, 0, 0, 0, 0, 0, 0
2.071456500000000, 1, 0, 0, 0, 0, 0, 0, 0
2.071482541666667, 1, 1, 0, 0, 0, 0, 0, 0
2.071534541666667, 1, 0, 0, 0, 0, 0, 0, 0
2.071586541666667, 1, 1, 1, 0, 0, 0, 0, 0
2.071586583333334, 1, 1, 0, 0, 0, 0, 0, 0
2.071612541666667, 1, 0, 0, 0, 0, 0, 0, 0
2.071638541666667, 1, 1, 0, 0, 0, 0, 0, 0
2.071664541666667, 1, 0, 0, 0, 0, 0, 0, 0
